orderid,paymentMethod,rating,location,fee,orderTime,departTime1,arriveTime,departTime2,deliveryTime,riderUsername,customerUsername,rname
568,Visa,1,Redhill,189.0,2020-01-30 20:35:27,2020-01-30 20:38:53,2020-01-30 20:40:23,2020-01-30 20:44:43,2020-01-30 20:46:13,ii,customer297,The Honeybaked Ham Company
569,Cash,5,Changi Airport,88.2,2020-01-30 20:08:36,2020-01-30 20:11:59,2020-01-30 20:14:02,2020-01-30 20:16:54,2020-01-30 20:20:59,ii,customer119,Shot Tower Inn
570,Cash,5,Marsiling,76.2,2020-01-30 20:55:49,2020-01-30 21:0:05,2020-01-30 21:2:14,2020-01-30 21:5:59,2020-01-30 21:9:42,vvv,customer262,Jack In The Box
571,Cash,5,Damai,143.4,2020-01-30 20:16:49,2020-01-30 20:21:28,2020-01-30 20:24:22,2020-01-30 20:29:12,2020-01-30 20:32:39,ii,customer135,Papa John's
572,Cash,4,Cantonment,117.0,2020-01-30 20:07:51,2020-01-30 20:8:53,2020-01-30 20:9:41,2020-01-30 20:12:31,2020-01-30 20:16:39,hh,customer233,Arctic Circle
573,Mastercard,3,CG,25.2,2020-01-30 20:42:55,2020-01-30 20:46:37,2020-01-30 20:48:47,2020-01-30 20:49:57,2020-01-30 20:53:58,m,customer93,Cherry Hill Drive In Ice Cream
574,Mastercard,3,Punggol,12.6,2020-01-30 21:13:12,2020-01-30 21:17:36,2020-01-30 21:18:32,2020-01-30 21:23:00,2020-01-30 21:26:19,yyy,customer89,A&W
575,Visa,3,Tiong Bahru,116.4,2020-01-30 21:40:14,2020-01-30 21:45:09,2020-01-30 21:49:33,2020-01-30 21:53:32,2020-01-30 21:54:48,ii,customer23,Whataburger
576,Cash,1,Dover,144.0,2020-01-30 21:31:49,2020-01-30 21:35:33,2020-01-30 21:39:15,2020-01-30 21:43:39,2020-01-30 21:45:54,hh,customer259,Carl's Jr / Green Burrito
577,Cash,3,Bright Hill,129.0,2020-01-31 16:05:28,2020-01-31 16:7:11,2020-01-31 16:8:58,2020-01-31 16:9:38,2020-01-31 16:11:37,hh,customer216,Taco John's
578,Cash,4,Marine Parade,53.4,2020-01-31 16:15:47,2020-01-31 16:19:17,2020-01-31 16:22:54,2020-01-31 16:26:02,2020-01-31 16:27:17,ii,customer80,Zip's Hamburgers And Fish
579,Mastercard,5,Chinatown,27.6,2020-01-31 16:16:56,2020-01-31 16:19:54,2020-01-31 16:20:15,2020-01-31 16:25:36,2020-01-31 16:26:24,ii,customer274,Arby's Antigo
580,Mastercard,2,Clarke Quay,58.8,2020-01-31 17:28:15,2020-01-31 17:32:53,2020-01-31 17:34:23,2020-01-31 17:38:22,2020-01-31 17:39:24,uuu,customer197,Mocha Express
581,Cash,2,Lentor,49.2,2020-01-31 17:11:19,2020-01-31 17:13:47,2020-01-31 17:16:08,2020-01-31 17:20:43,2020-01-31 17:25:20,hh,customer113,The Flame Broiler
582,Visa,5,Kangkar,72.0,2020-01-31 17:52:23,2020-01-31 17:56:07,2020-01-31 18:0:49,2020-01-31 18:4:08,2020-01-31 18:8:55,m,customer29,Great Steak And Potato Co
583,Mastercard,3,Woodleigh,171.6,2020-01-31 17:18:54,2020-01-31 17:22:03,2020-01-31 17:26:14,2020-01-31 17:31:55,2020-01-31 17:35:38,ii,customer79,Steak 'n Shake
584,Visa,5,Bishan,179.4,2020-01-31 18:11:04,2020-01-31 18:14:35,2020-01-31 18:15:34,2020-01-31 18:20:45,2020-01-31 18:21:03,zzz,customer62,Dino's Gyros
585,Mastercard,4,Changi Airport,153.6,2020-01-31 18:57:22,2020-01-31 19:1:11,2020-01-31 19:5:47,2020-01-31 19:10:11,2020-01-31 19:12:05,l,customer111,Back Yard Burgers
586,Cash,2,Buangkok,37.2,2020-01-31 18:27:31,2020-01-31 18:30:01,2020-01-31 18:31:37,2020-01-31 18:32:45,2020-01-31 18:36:03,ii,customer65,Chickenow
587,Mastercard,5,Katong Park,65.4,2020-01-31 18:21:32,2020-01-31 18:26:25,2020-01-31 18:28:03,2020-01-31 18:29:33,2020-01-31 18:32:26,hh,customer120,Jimmy John's
588,Visa,1,Rumbia,82.2,2020-01-31 18:19:36,2020-01-31 18:21:43,2020-01-31 18:25:07,2020-01-31 18:29:39,2020-01-31 18:30:33,ii,customer255,King Grill
589,Mastercard,1,Tuas Link,339.6,2020-01-31 19:18:00,2020-01-31 19:22:05,2020-01-31 19:23:30,2020-01-31 19:27:32,2020-01-31 19:31:45,www,customer130,Your Healthy Habit
590,Mastercard,4,Tai Seng,97.8,2020-01-31 19:29:03,2020-01-31 19:30:18,2020-01-31 19:32:01,2020-01-31 19:35:08,2020-01-31 19:38:44,uuu,customer235,Boston Chowda Company
591,Visa,5,Gardens by the Bay,24.6,2020-01-31 19:48:06,2020-01-31 19:53:56,2020-01-31 19:58:47,2020-01-31 19:59:06,2020-01-31 20:3:30,m,customer221,Steak Escape
592,Mastercard,5,Cove,273.6,2020-01-31 19:23:08,2020-01-31 19:24:42,2020-01-31 19:25:13,2020-01-31 19:30:46,2020-01-31 19:32:27,hh,customer292,Burger Time
593,Visa,5,Tanjong Rhu,170.4,2020-01-31 19:33:14,2020-01-31 19:37:25,2020-01-31 19:42:21,2020-01-31 19:46:49,2020-01-31 19:48:35,hh,customer244,China Buddha Inn II
594,Visa,4,Marymount,177.6,2020-01-31 19:57:18,2020-01-31 19:59:34,2020-01-31 20:1:35,2020-01-31 20:2:15,2020-01-31 20:5:08,hh,customer226,Wetzel's Pretzels
595,Mastercard,5,Bahar Junction,150.6,2020-01-31 19:21:19,2020-01-31 19:25:06,2020-01-31 19:28:07,2020-01-31 19:32:07,2020-01-31 19:36:04,www,customer256,OMG! Rotisserie
596,Mastercard,5,Tan Kah Kee,206.4,2020-01-31 20:46:03,2020-01-31 20:50:13,2020-01-31 20:52:07,2020-01-31 20:57:11,2020-01-31 20:59:59,hh,customer84,Windmill Gourmet Fast Foods
597,Cash,2,Kadaloor,96.6,2020-01-31 20:34:33,2020-01-31 20:36:20,2020-01-31 20:38:33,2020-01-31 20:42:36,2020-01-31 20:46:30,vvv,customer119,Charlie Browns
598,Visa,1,CG,174.0,2020-01-31 20:54:46,2020-01-31 20:55:37,2020-01-31 20:56:19,2020-01-31 20:58:29,2020-01-31 21:2:16,zzz,customer152,Woody's Sloppy Dogs
599,Cash,3,Sengkang,31.2,2020-01-31 20:46:50,2020-01-31 20:48:56,2020-01-31 20:50:44,2020-01-31 20:54:14,2020-01-31 20:57:39,vvv,customer215,Rancher's Roast Beef Inc.
600,Visa,1,Lorong Chuan,36.0,2020-01-31 20:14:55,2020-01-31 20:19:41,2020-01-31 20:22:50,2020-01-31 20:23:03,2020-01-31 20:26:28,aaaa,customer171,Tubby's Grilled Submarines
601,Visa,2,Admiralty,351.6,2020-01-31 21:33:22,2020-01-31 21:35:25,2020-01-31 21:36:27,2020-01-31 21:39:01,2020-01-31 21:41:58,hh,customer227,J J Fish and Chicken
602,Mastercard,4,Buona Vista,192.6,2020-01-31 21:54:31,2020-01-31 21:59:58,2020-01-31 22:3:27,2020-01-31 22:6:04,2020-01-31 22:10:41,ii,customer188,Braum's
603,Mastercard,1,HUME,265.2,2020-01-31 21:49:40,2020-01-31 21:50:12,2020-01-31 21:54:39,2020-01-31 21:59:16,2020-01-31 22:0:43,ii,customer156,Crystal Restaurant
604,Mastercard,5,Sembawang,37.2,2020-01-31 21:54:54,2020-01-31 21:57:00,2020-01-31 22:1:05,2020-01-31 22:6:39,2020-01-31 22:11:57,hh,customer220,The Agora
605,Visa,4,Sixth Avenue,129.6,2020-01-31 21:15:58,2020-01-31 21:20:32,2020-01-31 21:24:09,2020-01-31 21:28:41,2020-01-31 21:31:56,ii,customer13,Moe's Original Bar B Que
606,Visa,4,Tanjong Katong,268.8,2020-02-01 16:44:04,2020-02-01 16:48:08,2020-02-01 16:51:51,2020-02-01 16:55:25,2020-02-01 17:0:12,aaaa,customer110,QDOBA Mexican Eats
607,Visa,3,Havelock,205.8,2020-02-01 16:17:09,2020-02-01 16:21:52,2020-02-01 16:25:14,2020-02-01 16:29:21,2020-02-01 16:32:43,aaaa,customer242,Lime Ricky World
608,Cash,5,Jurong Pier,84.6,2020-02-01 16:07:22,2020-02-01 16:12:17,2020-02-01 16:13:47,2020-02-01 16:16:07,2020-02-01 16:17:18,hh,customer290,Saladworks
609,Visa,1,Orchard,222.0,2020-02-01 16:54:30,2020-02-01 16:57:14,2020-02-01 16:59:39,2020-02-01 17:2:14,2020-02-01 17:4:53,m,customer170,Bob Evans
610,Cash,3,Choa Chu Kang,166.8,2020-02-01 16:35:43,2020-02-01 16:40:09,2020-02-01 16:42:02,2020-02-01 16:46:41,2020-02-01 16:48:15,uuu,customer283,Taco del Mar
611,Mastercard,5,Hong Kah,133.2,2020-02-01 16:54:44,2020-02-01 16:55:08,2020-02-01 16:58:57,2020-02-01 17:1:45,2020-02-01 17:3:37,xxx,customer175,KFC - Kentucky Fried Chicken
612,Cash,5,Cantonment,43.2,2020-02-01 16:21:58,2020-02-01 16:22:39,2020-02-01 16:27:56,2020-02-01 16:28:40,2020-02-01 16:31:58,aaaa,customer203,Bojangles' Famous Chicken 'n Biscuits
613,Cash,4,Corporation,325.8,2020-02-01 17:12:12,2020-02-01 17:17:04,2020-02-01 17:22:51,2020-02-01 17:25:30,2020-02-01 17:27:00,hh,customer5,Isabella's Pizzeria
614,Mastercard,4,Pasir Ris,99.0,2020-02-01 17:25:15,2020-02-01 17:30:45,2020-02-01 17:35:09,2020-02-01 17:38:23,2020-02-01 17:40:41,hh,customer212,Quiznos Sub
615,Visa,2,Sam Kee,67.8,2020-02-01 17:20:44,2020-02-01 17:24:55,2020-02-01 17:27:45,2020-02-01 17:30:48,2020-02-01 17:33:21,ii,customer23,Chicken Express
616,Visa,4,Yishun,235.8,2020-02-01 17:09:50,2020-02-01 17:10:51,2020-02-01 17:14:10,2020-02-01 17:19:38,2020-02-01 17:23:58,ii,customer289,Blakes Lotaburger
617,Visa,3,Little India,43.2,2020-02-01 17:37:50,2020-02-01 17:40:49,2020-02-01 17:44:05,2020-02-01 17:47:36,2020-02-01 17:49:34,xxx,customer162,Bobby's Burger Palace
618,Visa,4,Oasis,164.4,2020-02-01 18:01:20,2020-02-01 18:2:03,2020-02-01 18:4:54,2020-02-01 18:7:51,2020-02-01 18:11:14,hh,customer15,Travelcenters of America
619,Cash,1,Changi Airport,246.0,2020-02-01 18:41:33,2020-02-01 18:44:13,2020-02-01 18:47:03,2020-02-01 18:52:35,2020-02-01 18:53:52,hh,customer240,Subway (johnson) @ Jonesboro
620,Visa,4,Layar,83.4,2020-02-01 18:31:36,2020-02-01 18:36:32,2020-02-01 18:38:20,2020-02-01 18:39:54,2020-02-01 18:42:42,l,customer24,In-N-Out Burger
621,Visa,5,Marymount,35.4,2020-02-01 18:16:42,2020-02-01 18:17:09,2020-02-01 18:19:50,2020-02-01 18:20:42,2020-02-01 18:25:42,uuu,customer162,Subway Sandwiches and Salads
622,Mastercard,1,Stevens,120.0,2020-02-01 18:11:44,2020-02-01 18:14:05,2020-02-01 18:17:12,2020-02-01 18:19:10,2020-02-01 18:24:17,hh,customer108,Samurai Sam's
623,Mastercard,3,Somerset,62.4,2020-02-01 19:14:01,2020-02-01 19:17:42,2020-02-01 19:21:16,2020-02-01 19:25:03,2020-02-01 19:29:12,l,customer279,Brixton's
624,Visa,4,Clarke Quay,85.2,2020-02-01 19:15:32,2020-02-01 19:16:45,2020-02-01 19:20:15,2020-02-01 19:23:20,2020-02-01 19:27:53,uuu,customer181,Rallys
625,Cash,2,Nicoll Highway,91.2,2020-02-01 19:21:35,2020-02-01 19:22:18,2020-02-01 19:27:49,2020-02-01 19:32:56,2020-02-01 19:37:04,hh,customer247,KFC
626,Visa,5,Bendemeer,154.2,2020-02-01 20:01:10,2020-02-01 20:5:05,2020-02-01 20:6:38,2020-02-01 20:7:47,2020-02-01 20:11:46,hh,customer222,L&L Hawaiian Barbecue
627,Visa,2,Bedok,192.6,2020-02-01 20:37:17,2020-02-01 20:42:34,2020-02-01 20:47:07,2020-02-01 20:52:44,2020-02-01 20:55:12,hh,customer86,Brixton's
628,Cash,2,Geylang Bahru,236.4,2020-02-01 20:00:19,2020-02-01 20:3:27,2020-02-01 20:6:04,2020-02-01 20:10:20,2020-02-01 20:13:06,m,customer137,Tommy's Sub Shop
629,Visa,3,Stevens,34.8,2020-02-01 20:19:32,2020-02-01 20:21:44,2020-02-01 20:22:29,2020-02-01 20:24:44,2020-02-01 20:26:10,ii,customer243,Auntie Anne's
630,Visa,3,Pending,294.0,2020-02-01 21:41:15,2020-02-01 21:44:57,2020-02-01 21:46:29,2020-02-01 21:50:32,2020-02-01 21:55:38,ii,customer155,Crispy Chicken & Seafood
631,Mastercard,1,Kupang,91.8,2020-02-01 21:06:28,2020-02-01 21:10:06,2020-02-01 21:12:40,2020-02-01 21:17:18,2020-02-01 21:19:21,yyy,customer197,Papa Gino's
632,Visa,5,Prince Edward Road,103.8,2020-02-01 21:26:39,2020-02-01 21:31:15,2020-02-01 21:36:24,2020-02-01 21:37:29,2020-02-01 21:42:50,hh,customer170,Shot Tower Inn
633,Cash,2,Bedok,181.2,2020-02-01 21:13:50,2020-02-01 21:17:58,2020-02-01 21:19:37,2020-02-01 21:22:15,2020-02-01 21:25:46,www,customer28,Kum & Go
634,Visa,3,Founders' Memorial,195.0,2020-02-01 21:26:55,2020-02-01 21:30:44,2020-02-01 21:35:24,2020-02-01 21:39:32,2020-02-01 21:42:00,ii,customer128,Baskin-Robbins
635,Cash,2,Ten Mile Junction,51.6,2020-02-02 16:07:12,2020-02-02 16:12:59,2020-02-02 16:14:03,2020-02-02 16:15:07,2020-02-02 16:17:17,hh,customer106,Soulfish Grill
636,Visa,1,Bahar Junction,180.6,2020-02-02 16:00:37,2020-02-02 16:3:24,2020-02-02 16:8:46,2020-02-02 16:12:02,2020-02-02 16:14:15,ii,customer68,Dairy Queen
637,Cash,3,Nanyang Crescent,85.2,2020-02-02 16:37:39,2020-02-02 16:39:29,2020-02-02 16:40:30,2020-02-02 16:45:01,2020-02-02 16:46:43,aaaa,customer228,Taco Del Mar
638,Cash,5,Bedok North,153.6,2020-02-02 16:18:44,2020-02-02 16:19:39,2020-02-02 16:20:48,2020-02-02 16:25:28,2020-02-02 16:30:28,ii,customer25,Omelette House
639,Cash,5,Segar,37.8,2020-02-02 17:04:24,2020-02-02 17:6:15,2020-02-02 17:7:14,2020-02-02 17:10:56,2020-02-02 17:12:58,hh,customer30,George's Gyros Spot
640,Mastercard,5,Yio Chu Kang,96.6,2020-02-02 18:30:22,2020-02-02 18:35:37,2020-02-02 18:38:38,2020-02-02 18:43:04,2020-02-02 18:46:16,hh,customer292,Kettle Restaurant
641,Mastercard,2,Tengah Plantation,229.8,2020-02-02 18:58:23,2020-02-02 19:3:14,2020-02-02 19:8:28,2020-02-02 19:10:11,2020-02-02 19:12:54,xxx,customer48,Burger Time
642,Cash,1,Lorong Chuan,65.4,2020-02-02 18:57:27,2020-02-02 18:59:15,2020-02-02 19:0:08,2020-02-02 19:4:03,2020-02-02 19:6:08,bbbb,customer137,Simmies Arirang Hill Cheese Steak
643,Cash,5,Jurong West,268.8,2020-02-02 18:28:47,2020-02-02 18:30:21,2020-02-02 18:32:36,2020-02-02 18:33:08,2020-02-02 18:34:30,hh,customer246,Richie's Restaurant
644,Cash,1,Great World,172.2,2020-02-02 18:15:57,2020-02-02 18:19:24,2020-02-02 18:22:19,2020-02-02 18:27:37,2020-02-02 18:30:35,ii,customer28,Blondies
645,Cash,2,Bangkit,96.6,2020-02-02 19:10:21,2020-02-02 19:13:49,2020-02-02 19:16:26,2020-02-02 19:17:15,2020-02-02 19:18:35,hh,customer177,Slim Chickens
646,Visa,4,Labrador Park,111.6,2020-02-02 19:26:43,2020-02-02 19:30:03,2020-02-02 19:31:51,2020-02-02 19:33:18,2020-02-02 19:37:01,bbbb,customer252,Kettle Restaurant
647,Cash,5,one-north,189.0,2020-02-02 19:35:46,2020-02-02 19:37:38,2020-02-02 19:38:43,2020-02-02 19:42:17,2020-02-02 19:43:28,yyy,customer203,Taco Bueno
648,Cash,5,Expo,130.8,2020-02-02 19:17:57,2020-02-02 19:21:39,2020-02-02 19:25:12,2020-02-02 19:27:44,2020-02-02 19:28:59,hh,customer50,Seaside Eatery
649,Cash,4,Holland Village,39.0,2020-02-02 19:12:59,2020-02-02 19:15:40,2020-02-02 19:20:06,2020-02-02 19:25:45,2020-02-02 19:27:46,xxx,customer63,B Z Breakfast Burgers Beyond
650,Visa,5,Lakeside,94.2,2020-02-02 20:48:24,2020-02-02 20:52:42,2020-02-02 20:53:08,2020-02-02 20:55:30,2020-02-02 20:57:16,vvv,customer69,Gabby's Burgers & Fries
651,Cash,5,Segar,147.6,2020-02-02 20:53:41,2020-02-02 20:57:26,2020-02-02 21:0:47,2020-02-02 21:4:31,2020-02-02 21:6:54,zzz,customer65,The Press Club
652,Cash,2,Sumang,199.8,2020-02-02 20:27:46,2020-02-02 20:30:30,2020-02-02 20:34:51,2020-02-02 20:37:33,2020-02-02 20:42:21,ii,customer122,Sonic Drive-in (trailer)
653,Visa,4,Gardens by the Bay,219.0,2020-02-02 20:12:51,2020-02-02 20:13:28,2020-02-02 20:17:21,2020-02-02 20:22:53,2020-02-02 20:24:25,hh,customer13,Old Country Buffet
654,Mastercard,1,Xilin,54.0,2020-02-02 21:52:05,2020-02-02 21:57:07,2020-02-02 21:58:28,2020-02-02 22:1:14,2020-02-02 22:3:28,hh,customer176,Lion's Choice
655,Cash,2,Expo,154.8,2020-02-02 21:47:05,2020-02-02 21:49:22,2020-02-02 21:53:29,2020-02-02 21:57:50,2020-02-02 22:1:27,ii,customer139,City Bites
656,Cash,3,Bedok,169.8,2020-02-02 21:35:29,2020-02-02 21:40:03,2020-02-02 21:42:46,2020-02-02 21:44:32,2020-02-02 21:49:40,m,customer63,Jamba Juice
657,Visa,4,Marina Bay,37.2,2020-02-02 21:57:44,2020-02-02 21:59:25,2020-02-02 22:3:44,2020-02-02 22:4:28,2020-02-02 22:7:05,ii,customer263,SUBWAY®
658,Visa,4,WEST LOOP,258.0,2020-02-02 21:29:53,2020-02-02 21:31:19,2020-02-02 21:34:38,2020-02-02 21:38:53,2020-02-02 21:40:02,hh,customer60,Roly Poly
659,Mastercard,5,Tiong Bahru,13.2,2020-02-03 16:20:05,2020-02-03 16:24:26,2020-02-03 16:25:18,2020-02-03 16:30:39,2020-02-03 16:32:19,zzz,customer46,Au Bon Pain
660,Mastercard,3,Cashew,166.8,2020-02-03 16:00:28,2020-02-03 16:3:00,2020-02-03 16:7:49,2020-02-03 16:10:34,2020-02-03 16:11:18,hh,customer187,Carl's Jr.
661,Cash,3,Soo Teck,153.0,2020-02-03 16:43:39,2020-02-03 16:44:55,2020-02-03 16:49:22,2020-02-03 16:53:23,2020-02-03 16:57:44,ii,customer245,Taco Bueno
662,Cash,1,Cheng Lim,169.8,2020-02-03 16:52:46,2020-02-03 16:57:52,2020-02-03 17:1:34,2020-02-03 17:2:17,2020-02-03 17:6:34,ii,customer150,Tina's Carryout Restaurant
663,Cash,2,Redhill,117.6,2020-02-03 17:26:18,2020-02-03 17:27:58,2020-02-03 17:29:28,2020-02-03 17:34:26,2020-02-03 17:36:29,xxx,customer6,Long John Silver/ A&W
664,Cash,4,Hougang,56.4,2020-02-03 17:12:21,2020-02-03 17:14:43,2020-02-03 17:17:57,2020-02-03 17:20:58,2020-02-03 17:23:41,uuu,customer190,Omega Drive-In
665,Cash,2,Bayfront,165.6,2020-02-03 18:02:18,2020-02-03 18:5:50,2020-02-03 18:10:19,2020-02-03 18:12:08,2020-02-03 18:15:56,bbbb,customer215,Cousins Subs
666,Cash,3,Redhill,184.8,2020-02-03 18:17:20,2020-02-03 18:22:12,2020-02-03 18:27:19,2020-02-03 18:28:13,2020-02-03 18:33:27,vvv,customer139,AJ's Hotdogs & Gyros
667,Mastercard,1,Xilin,79.8,2020-02-03 18:34:24,2020-02-03 18:39:52,2020-02-03 18:44:23,2020-02-03 18:46:48,2020-02-03 18:47:46,aaaa,customer87,Burger King Salou
668,Visa,2,Phoenix,110.4,2020-02-03 19:47:03,2020-02-03 19:48:50,2020-02-03 19:52:31,2020-02-03 19:57:36,2020-02-03 20:1:25,ii,customer110,Crystal Restaurant
669,Mastercard,5,Clementi,177.0,2020-02-03 19:34:20,2020-02-03 19:39:29,2020-02-03 19:41:43,2020-02-03 19:46:01,2020-02-03 19:51:30,vvv,customer265,Convergence Zone
670,Visa,5,Upper Changi,19.2,2020-02-03 19:59:30,2020-02-03 20:0:48,2020-02-03 20:4:28,2020-02-03 20:9:41,2020-02-03 20:12:40,hh,customer152,Kum Go
671,Cash,5,Nanyang Gateway,164.4,2020-02-03 19:26:30,2020-02-03 19:30:09,2020-02-03 19:33:53,2020-02-03 19:35:08,2020-02-03 19:36:23,xxx,customer264,Bb&t
672,Cash,4,Hume,146.4,2020-02-03 19:46:31,2020-02-03 19:50:51,2020-02-03 19:54:02,2020-02-03 19:55:36,2020-02-03 20:0:15,ii,customer275,Burger's Landing
673,Visa,1,Tanjong Katong,136.2,2020-02-03 19:47:37,2020-02-03 19:51:48,2020-02-03 19:53:02,2020-02-03 19:54:38,2020-02-03 19:55:36,uuu,customer152,Culver's
674,Cash,3,EXTENSION,61.2,2020-02-03 19:11:41,2020-02-03 19:13:38,2020-02-03 19:15:10,2020-02-03 19:19:32,2020-02-03 19:21:25,l,customer90,KFC / A&W
675,Mastercard,1,Bakau,248.4,2020-02-03 19:21:47,2020-02-03 19:22:23,2020-02-03 19:25:57,2020-02-03 19:30:21,2020-02-03 19:33:30,hh,customer81,Jollibee
676,Visa,1,Xilin,161.4,2020-02-03 20:35:09,2020-02-03 20:40:25,2020-02-03 20:43:46,2020-02-03 20:44:07,2020-02-03 20:46:27,ii,customer88,Dairy Queen Grill & Chill
677,Mastercard,5,Joo Koon,149.4,2020-02-03 20:41:13,2020-02-03 20:42:37,2020-02-03 20:44:24,2020-02-03 20:49:43,2020-02-03 20:52:02,ii,customer100,Thrashers French Fries
678,Cash,1,Bedok Reservoir,34.8,2020-02-03 20:30:22,2020-02-03 20:34:46,2020-02-03 20:39:37,2020-02-03 20:40:33,2020-02-03 20:42:56,hh,customer57,Garden Fast Food
679,Cash,5,Bangkit,60.0,2020-02-03 20:59:32,2020-02-03 21:0:08,2020-02-03 21:4:02,2020-02-03 21:6:43,2020-02-03 21:7:54,m,customer43,Shloma Inc
680,Visa,5,Keppel,144.0,2020-02-03 20:27:37,2020-02-03 20:30:46,2020-02-03 20:35:46,2020-02-03 20:37:33,2020-02-03 20:40:41,xxx,customer200,Ben & Jerry's
681,Visa,3,Bangkit,242.4,2020-02-03 20:54:48,2020-02-03 20:59:49,2020-02-03 21:3:13,2020-02-03 21:7:39,2020-02-03 21:10:01,aaaa,customer29,Captain D's
682,Visa,2,Bangkit,162.6,2020-02-03 20:35:53,2020-02-03 20:38:23,2020-02-03 20:42:45,2020-02-03 20:45:39,2020-02-03 20:46:33,aaaa,customer94,Lee's Oriental Martial Arts
683,Cash,1,Dakota,463.2,2020-02-03 21:41:20,2020-02-03 21:44:10,2020-02-03 21:46:05,2020-02-03 21:48:54,2020-02-03 21:50:32,l,customer83,Tellers Tap Room & Kitchen
684,Visa,1,Teck Whye,307.8,2020-02-03 21:00:22,2020-02-03 21:3:06,2020-02-03 21:4:37,2020-02-03 21:6:27,2020-02-03 21:7:17,ii,customer0,Wendy's
685,Cash,3,Orchard,70.2,2020-02-03 21:45:27,2020-02-03 21:47:27,2020-02-03 21:51:23,2020-02-03 21:52:21,2020-02-03 21:55:05,xxx,customer258,Baja Fresh
686,Visa,2,Jurong Town Hall,96.0,2020-02-03 21:41:33,2020-02-03 21:44:20,2020-02-03 21:45:46,2020-02-03 21:47:53,2020-02-03 21:52:23,aaaa,customer24,Lee's Oriental Martial Arts
687,Cash,3,Gek Poh,277.2,2020-02-03 21:24:34,2020-02-03 21:29:35,2020-02-03 21:31:11,2020-02-03 21:35:36,2020-02-03 21:39:10,uuu,customer271,Redbox
688,Cash,1,Bakau,145.2,2020-02-03 21:27:36,2020-02-03 21:28:06,2020-02-03 21:30:57,2020-02-03 21:34:16,2020-02-03 21:39:01,vvv,customer3,Thrasher's French Fries
689,Mastercard,5,Jurong Town Hall,196.8,2020-02-03 21:24:40,2020-02-03 21:27:36,2020-02-03 21:30:57,2020-02-03 21:31:09,2020-02-03 21:35:33,hh,customer197,Taco Bueno
690,Mastercard,4,Corporation,165.0,2020-02-03 21:50:51,2020-02-03 21:52:49,2020-02-03 21:56:28,2020-02-03 21:58:25,2020-02-03 22:0:17,hh,customer61,Moe's Original Bar B Que
691,Cash,4,Jurong Pier,206.4,2020-02-03 21:10:53,2020-02-03 21:15:21,2020-02-03 21:20:09,2020-02-03 21:22:34,2020-02-03 21:24:39,ii,customer206,Pick Up Stix
692,Visa,2,Redhill,163.2,2020-02-03 21:24:54,2020-02-03 21:27:13,2020-02-03 21:32:26,2020-02-03 21:35:52,2020-02-03 21:40:57,ii,customer98,Aprisa Mexican Cuisine
693,Mastercard,1,Marine Parade,283.2,2020-02-04 16:39:18,2020-02-04 16:44:36,2020-02-04 16:45:23,2020-02-04 16:50:30,2020-02-04 16:55:41,hh,customer158,Food 4 Less
694,Visa,4,Little India,128.4,2020-02-04 16:11:23,2020-02-04 16:14:25,2020-02-04 16:19:14,2020-02-04 16:20:12,2020-02-04 16:25:45,ii,customer160,Costa Vida Fresh Mexican Grill
695,Cash,1,Samudera,112.8,2020-02-04 16:05:36,2020-02-04 16:8:53,2020-02-04 16:11:01,2020-02-04 16:16:18,2020-02-04 16:20:37,ii,customer106,Nino's Pizza
696,Visa,5,Mountbatten,157.2,2020-02-04 16:10:54,2020-02-04 16:12:27,2020-02-04 16:15:24,2020-02-04 16:16:03,2020-02-04 16:19:55,ii,customer172,Hermosa
697,Visa,2,Damai,65.4,2020-02-04 17:39:01,2020-02-04 17:40:46,2020-02-04 17:43:30,2020-02-04 17:47:19,2020-02-04 17:52:55,aaaa,customer155,Sconecutter
698,Cash,3,Tuas Link,69.6,2020-02-04 17:16:04,2020-02-04 17:17:15,2020-02-04 17:21:51,2020-02-04 17:22:03,2020-02-04 17:25:35,ii,customer239,City Bites
699,Cash,5,Kadaloor,44.4,2020-02-04 17:24:27,2020-02-04 17:28:26,2020-02-04 17:30:23,2020-02-04 17:35:26,2020-02-04 17:36:39,aaaa,customer283,Papa John's Pizza
700,Mastercard,1,Jurong Pier,145.8,2020-02-04 17:46:27,2020-02-04 17:47:43,2020-02-04 17:48:48,2020-02-04 17:53:09,2020-02-04 17:57:36,uuu,customer16,Tom & Jerry's
701,Mastercard,4,Great World,19.8,2020-02-04 17:23:38,2020-02-04 17:25:34,2020-02-04 17:27:04,2020-02-04 17:30:25,2020-02-04 17:31:50,uuu,customer130,Stars Drive-In
702,Mastercard,5,Boon Lay,84.0,2020-02-04 17:59:58,2020-02-04 18:0:23,2020-02-04 18:2:36,2020-02-04 18:3:44,2020-02-04 18:5:49,l,customer10,Stripes Store #2276
703,Cash,2,Stevens,99.0,2020-02-04 18:43:16,2020-02-04 18:45:21,2020-02-04 18:46:44,2020-02-04 18:50:21,2020-02-04 18:51:02,ii,customer271,Subway
704,Mastercard,3,Marymount,213.6,2020-02-04 18:21:25,2020-02-04 18:24:52,2020-02-04 18:28:23,2020-02-04 18:31:25,2020-02-04 18:34:52,uuu,customer70,Fatburger
705,Visa,1,Tanjong Pagar,301.8,2020-02-04 18:32:31,2020-02-04 18:35:44,2020-02-04 18:38:54,2020-02-04 18:43:38,2020-02-04 18:47:50,l,customer29,Chicken Express
