quantity,review,fname,orderid
7,Kimchi is overconfidently assorted,Kimchi,2369
6,Cheeseburger is carelessly cloudy,Cheeseburger,2369
12,Yakitori is lightly milky,Yakitori,2369
26,Lasagna is wisely spiffy,Lasagna,2369
4,Beef rendang is broadly lyrical,Beef rendang,2369
9,Banh xeo is perfectly painful,Banh xeo,2370
12,Vegetable fried rice is curiously delicate,Vegetable fried rice,2370
14,Tom yum goong is actually spotless,Tom yum goong,2370
17,Naan is questioningly hysterical,Naan,2370
13,Tacos al pastor is wisely blue-eyed,Tacos al pastor,2370
9,Green curry chicken is tightly oval,Green curry chicken,2370
8,Beef soup is strongly unsuitable,Beef soup,2371
16,Natto is meaningfully wanting,Natto,2371
18,Bottarga is painfully spotless,Bottarga,2371
4,Sundubu jjigae is totally spiteful,Sundubu jjigae,2371
18,Chicken wings is sympathetically shrill,Chicken wings,2371
12,Pizza is vacantly tart,Pizza,2372
16,Sushi is necessarily unsuitable,Sushi,2372
3,Natto is truthfully hesitant,Natto,2372
16,Pozole is violently damaged,Pozole,2373
23,Kimchi is crazily graceful,Kimchi,2373
6,Steak is obediently hospitable,Steak,2373
18,Nem ran is zestfully descriptive,Nem ran,2373
17,Nasi goreng is kissingly wide,Nasi goreng,2373
19,Tofu is yearly wide,Tofu,2373
25,Macaroni and Cheese is jubilantly spiffy,Macaroni and Cheese,2374
3,Chiles en nogada is gently lame,Chiles en nogada,2374
20,Ayam penyet is quicker hysterical,Ayam penyet,2374
2,Yakitori is basically lopsided,Yakitori,2374
24,Sundubu jjigae is also spotted,Sundubu jjigae,2374
14,Lasagna is steadily selective,Lasagna,2374
13,Isaan soup is reluctantly attractive,Isaan soup,2374
8,Dim sum is restfully ashamed,Dim sum,2375
10,Cha ca is joshingly special,Cha ca,2375
1,Sashimi is crossly delicate,Sashimi,2375
12,Vegetable fried rice is courageously reflective,Vegetable fried rice,2375
2,Tacos al pastor is often puzzled,Tacos al pastor,2375
4,Gado gado is tensely loutish,Gado gado,2375
21,Hokkien prawn mee is commonly therapeutic,Hokkien prawn mee,2375
8,Bun bo hue is thankfully hesitant,Bun bo hue,2375
10,Sundubu jjigae is queasily deep,Sundubu jjigae,2375
26,Spaghetti Bolognese is yawningly unfair,Spaghetti Bolognese,2375
11,Kaya toast is safely intelligent,Kaya toast,2375
24,Hot and sour soup is queerly eastern,Hot and sour soup,2375
4,Gogigui is yawningly spurious,Gogigui,2375
12,Fried carrot cake is curiously inconclusive,Fried carrot cake,2376
27,Bibimbap is quietly nauseating,Bibimbap,2376
10,Soto is owlishly cooperative,Soto,2376
3,Tamales is jubilantly adventurous,Tamales,2376
13,Goi cuon is blissfully ashamed,Goi cuon,2376
17,Laksa is foolishly tight,Laksa,2376
15,Ramen is beautifully mountainous,Ramen,2376
6,Paratha is below tight,Paratha,2376
25,Spaghetti Bolognese is longingly beneficial,Spaghetti Bolognese,2376
28,Sate is boastfully acoustic,Sate,2377
23,French fries is suddenly slimy,French fries,2377
16,Enchiladas is merely tangible,Enchiladas,2377
2,Goi cuon is gladly tense,Goi cuon,2377
10,Spaghetti Carbonara is stealthily fast,Spaghetti Carbonara,2377
19,Ga tan is dutifully resonant,Ga tan,2377
7,Coconut milk curry is widely tart,Coconut milk curry,2377
10,Tandoori chicken is fiercely wicked,Tandoori chicken,2377
2,Yakitori is wholly sturdy,Yakitori,2378
6,Rawon is occasionally acidic,Rawon,2378
4,Guacamole is upbeat resolute,Guacamole,2378
12,Spicy stir fried octopus is queasily upbeat,Spicy stir fried octopus,2379
14,Doughnut is wonderfully shrill,Doughnut,2379
3,Ribollita is fast consistent,Ribollita,2379
8,Donburi is slowly additional,Donburi,2379
6,Laksa is needily bright,Laksa,2379
29,Gogigui is viciously obsequious,Gogigui,2380
22,Hokkien prawn mee is loyally shaky,Hokkien prawn mee,2380
16,Tostadas is ferociously lopsided,Tostadas,2380
21,Soto is weekly bright,Soto,2380
21,Goi cuon is briefly faulty,Goi cuon,2380
20,Sichuan pork is lazily plant,Sichuan pork,2380
4,Cantonese chicken soup is poorly immediate,Cantonese chicken soup,2380
32,Kimchi stew is lightly null,Kimchi stew,2380
5,Apple pie is searchingly abashed,Apple pie,2381
5,Soto is early weak,Soto,2381
8,Spaghetti Bolognese is nearly one,Spaghetti Bolognese,2382
3,Cao lau is afterwards mundane,Cao lau,2382
4,Fish stew is greedily volatile,Fish stew,2382
4,Chiles en nogada is lightly foregoing,Chiles en nogada,2383
4,Tempura is uselessly decent,Tempura,2383
8,Sichuan pork is strictly superb,Sichuan pork,2383
7,Fried chicken is colorfully adjoining,Fried chicken,2383
9,Rawon is eventually far-flung,Rawon,2383
6,Coconut milk curry is sometimes bouncy,Coconut milk curry,2383
15,Cantonese chicken soup is abnormally various,Cantonese chicken soup,2383
2,Nem ran is strictly flowery,Nem ran,2384
9,Sour soup is worriedly swanky,Sour soup,2384
2,Chiles en nogada is weekly tall,Chiles en nogada,2384
14,Ribollita is coolly dirty,Ribollita,2384
8,Dim sum is then obese,Dim sum,2384
5,Pork bulgogi is crossly necessary,Pork bulgogi,2384
25,Sashimi is significantly womanly,Sashimi,2384
5,Chicken tikka masala is angrily like,Chicken tikka masala,2384
28,Fish stew is roughly wide,Fish stew,2384
4,Ayam goreng is yesterday tall,Ayam goreng,2385
6,Bak kut teh is unnaturally beneficial,Bak kut teh,2385
5,Chole is quirkily mountainous,Chole,2385
4,Apple pie is curiously dull,Apple pie,2385
5,Thai hanglay curry is verbally naive,Thai hanglay curry,2385
14,Sundubu jjigae is courageously married,Sundubu jjigae,2385
6,Kimchi stew is frightfully decent,Kimchi stew,2385
8,Cha ca is frenetically logical,Cha ca,2386
20,Doughnut is truly piquant,Doughnut,2386
6,Ribollita is wholly adventurous,Ribollita,2386
5,Donburi is gently pink,Donburi,2386
8,Hash browns is wrongly dreary,Hash browns,2387
27,Kimchi is interestingly gentle,Kimchi,2387
6,Pozole is annually possessive,Pozole,2388
2,Spicy stir fried octopus is mortally normal,Spicy stir fried octopus,2388
16,Nem ran is unbearably alluring,Nem ran,2388
26,Mole is helplessly synonymous,Mole,2388
19,Enchiladas is completely noxious,Enchiladas,2388
13,Papdi chaat is less married,Papdi chaat,2388
7,Pork bulgogi is generally milky,Pork bulgogi,2388
20,Chilaquiles is kissingly loutish,Chilaquiles,2388
9,Bak chor mee is diligently womanly,Bak chor mee,2388
8,Cao lau is solemnly vacuous,Cao lau,2389
3,Ramen is cleverly gabby,Ramen,2389
12,Banh xeo is vivaciously therapeutic,Banh xeo,2389
3,Bun bo hue is oddly psychedelic,Bun bo hue,2389
17,Palak paneer is simply obtainable,Palak paneer,2390
3,Rau muong is verbally basic,Rau muong,2390
29,Elote is stealthily foolish,Elote,2390
5,Kaya toast is joyfully obsequious,Kaya toast,2390
3,Ramen is yearningly grieving,Ramen,2390
14,Beef rendang is poorly traditional,Beef rendang,2390
22,Sate is partially resolute,Sate,2390
4,Chicken rice is rarely quirky,Chicken rice,2391
20,Ayam penyet is slightly tacit,Ayam penyet,2391
5,Palak paneer is repeatedly stiff,Palak paneer,2391
7,Nem ran is softly standing,Nem ran,2391
15,Sour soup is yesterday obsequious,Sour soup,2391
18,Beef soup is seldom nauseating,Beef soup,2391
11,Korma is deliberately political,Korma,2392
8,Chicken wings is excitedly tired,Chicken wings,2392
18,Samgyeopsal is originally educated,Samgyeopsal,2392
19,Tom yum goong is nicely sturdy,Tom yum goong,2392
20,Chicken rice is annually spiffy,Chicken rice,2393
11,Wanton mee is ahead mountainous,Wanton mee,2393
8,Bhajji is fairly abashed,Bhajji,2393
23,Pozole is less mixed,Pozole,2393
5,Kimchi stew is irritably sturdy,Kimchi stew,2393
7,Hokkien prawn mee is furiously secretive,Hokkien prawn mee,2393
15,Sate is unnaturally sudden,Sate,2393
18,Enchiladas is blindly political,Enchiladas,2394
15,Chicken rice is courageously slim,Chicken rice,2394
13,Chicken tikka masala is generously colorful,Chicken tikka masala,2394
6,Bakso is playfully elated,Bakso,2394
4,Kaya toast is gladly obsequious,Kaya toast,2394
3,Pork bulgogi is normally dirty,Pork bulgogi,2394
29,Bak kut teh is helplessly abashed,Bak kut teh,2394
8,Boiled vegetable soup is thoughtfully hospitable,Boiled vegetable soup,2394
10,Ayam goreng is boastfully curved,Ayam goreng,2394
2,Bhajji is seldom daffy,Bhajji,2394
17,Bottarga is inwardly puzzled,Bottarga,2394
33,Thai hanglay curry is upside-down tender,Thai hanglay curry,2395
13,Risotto is daintily scary,Risotto,2395
2,Noodles is tightly fertile,Noodles,2395
9,Laksa is jovially eastern,Laksa,2395
4,Szechwan chilli chicken is extremely dependent,Szechwan chilli chicken,2395
12,Pork bulgogi is unbearably meek,Pork bulgogi,2395
20,Donburi is strongly gaping,Donburi,2395
4,Spaghetti Aglio Olio is overconfidently lame,Spaghetti Aglio Olio,2395
4,Samgyeopsal is knavishly black,Samgyeopsal,2395
21,Tandoori chicken is gently changeable,Tandoori chicken,2395
11,Murg makhani is kindheartedly hateful,Murg makhani,2395
5,Tempura is hourly bouncy,Tempura,2395
2,Beef rendang is viciously zealous,Beef rendang,2396
9,Nem ran is justly wide-eyed,Nem ran,2396
9,Ramyeon is innocently adventurous,Ramyeon,2396
23,Chicken tikka masala is unnaturally small,Chicken tikka masala,2396
7,Thai hanglay curry is even cloudy,Thai hanglay curry,2397
26,Pork bulgogi is frightfully spurious,Pork bulgogi,2397
25,Macaroni and Cheese is willfully itchy,Macaroni and Cheese,2397
3,Ribollita is potentially tacit,Ribollita,2397
26,Spaghetti Carbonara is judgementally glistening,Spaghetti Carbonara,2397
3,Korma is unfortunately tall,Korma,2397
22,Paratha is silently disgusted,Paratha,2397
15,Pozole is suddenly mushy,Pozole,2397
3,Tacos al pastor is moreover curved,Tacos al pastor,2397
6,Wanton mee is evenly bouncy,Wanton mee,2398
12,Tempura is deftly various,Tempura,2398
5,Apple pie is willfully dull,Apple pie,2398
6,Chicken tikka masala is certainly educated,Chicken tikka masala,2398
18,Steak is frankly weak,Steak,2398
9,Spicy stir fried octopus is scarcely spiffy,Spicy stir fried octopus,2398
8,Green curry chicken is technically informal,Green curry chicken,2398
20,Ayam goreng is roughly loutish,Ayam goreng,2398
10,Coconut milk curry is meaningfully colossal,Coconut milk curry,2398
5,Cha ca is restfully milky,Cha ca,2398
23,Cheeseburger is together wandering,Cheeseburger,2399
13,Banh xeo is recently poor,Banh xeo,2399
7,Bibimbap is deeply deranged,Bibimbap,2399
2,Pizza is clearly waiting,Pizza,2399
11,Pozole is zealously berserk,Pozole,2399
4,Kimchi is enormously descriptive,Kimchi,2399
16,Tandoori chicken is early hospitable,Tandoori chicken,2399
11,Vegetable fried rice is well spiteful,Vegetable fried rice,2399
20,Hokkien prawn mee is wholly necessary,Hokkien prawn mee,2400
15,Pork bulgogi is queasily quick,Pork bulgogi,2400
7,Chicken rice is happily political,Chicken rice,2400
13,Chicken with chestnuts is dimly threatening,Chicken with chestnuts,2400
9,Szechwan chilli chicken is ultimately lopsided,Szechwan chilli chicken,2401
8,Bibimbap is kindly unarmed,Bibimbap,2401
16,Chicken with chestnuts is quizzically plant,Chicken with chestnuts,2401
7,Noodles is gleefully gigantic,Noodles,2401
18,Sashimi is hopefully adventurous,Sashimi,2401
5,Boiled vegetable soup is beautifully alcoholic,Boiled vegetable soup,2401
4,Udon is fast kind,Udon,2402
4,Hokkien prawn mee is hardly wide,Hokkien prawn mee,2402
10,Ayam goreng is perfectly shocking,Ayam goreng,2402
14,Fried carrot cake is patiently rich,Fried carrot cake,2402
4,Sushi is rigidly asleep,Sushi,2402
20,Guacamole is obnoxiously upbeat,Guacamole,2402
4,Noodles is finally willing,Noodles,2402
6,Tandoori chicken is courageously graceful,Tandoori chicken,2402
14,Bibimbap is knottily bumpy,Bibimbap,2402
6,Oyster omelette is ferociously tranquil,Oyster omelette,2402
7,Rau muong is currently acceptable,Rau muong,2402
22,Cantonese chicken soup is crazily shaky,Cantonese chicken soup,2403
3,Pozole is recklessly tart,Pozole,2403
8,Oyster omelette is fondly synonymous,Oyster omelette,2403
5,French fries is thoughtfully acidic,French fries,2403
20,Naan is upliftingly blue-eyed,Naan,2403
11,Soba is separately wonderful,Soba,2403
5,Bhajji is jaggedly sturdy,Bhajji,2403
6,Steak is mostly wretched,Steak,2404
15,Nem ran is frenetically loving,Nem ran,2404
12,Banh xeo is elsewhere screeching,Banh xeo,2404
10,Chole is longingly cloudy,Chole,2404
18,Yakitori is inwardly disgusted,Yakitori,2404
14,Fried chicken is quickly clean,Fried chicken,2405
8,Sichuan pork is thankfully didactic,Sichuan pork,2405
11,Fish kidney curry is shrilly glamorous,Fish kidney curry,2405
4,Rawon is tremendously savory,Rawon,2405
17,Tostadas is frightfully broad,Tostadas,2405
11,Wanton mee is unnaturally near,Wanton mee,2405
4,Tempura is diligently shut,Tempura,2405
9,Kimchi stew is smoothly sorry,Kimchi stew,2405
17,Beef soup is initially jumpy,Beef soup,2406
16,French fries is angrily ashamed,French fries,2406
19,Chicken galangal soup is politely foregoing,Chicken galangal soup,2406
21,Pork bulgogi is loyally foregoing,Pork bulgogi,2406
5,Spicy stir fried octopus is nervously automatic,Spicy stir fried octopus,2406
14,Cao lau is seemingly attractive,Cao lau,2406
5,Chole is unethically staking,Chole,2406
4,Cheeseburger is perfectly chief,Cheeseburger,2407
26,Szechwan chilli chicken is dreamily rampant,Szechwan chilli chicken,2407
19,Ga tan is correctly adventurous,Ga tan,2407
24,Rujak cingur is arrogantly dirty,Rujak cingur,2407
12,Samgyeopsal is beautifully realistic,Samgyeopsal,2407
9,Spring rolls is shyly dependent,Spring rolls,2407
2,Pork bulgogi is personally magical,Pork bulgogi,2407
8,Chole is enthusiastically serious,Chole,2407
17,Murg makhani is annually thirsty,Murg makhani,2407
4,Spaghetti Bolognese is bleakly graceful,Spaghetti Bolognese,2408
11,Green curry chicken is relatively slimy,Green curry chicken,2408
22,Sour soup is mysteriously flat,Sour soup,2408
13,Bottarga is freely grubby,Bottarga,2408
12,Pozole is dutifully lyrical,Pozole,2408
3,Beef soup is occasionally traditional,Beef soup,2408
4,Cantonese chicken soup is mechanically willing,Cantonese chicken soup,2408
12,Kaya toast is inquisitively several,Kaya toast,2408
8,Curry fish head is therefore mundane,Curry fish head,2408
12,Soba is always attractive,Soba,2409
15,Sashimi is searchingly obsequious,Sashimi,2409
9,Goi cuon is joyfully well-to-do,Goi cuon,2409
5,Isaan soup is effectively waiting,Isaan soup,2409
15,Ossobuco is steadily acceptable,Ossobuco,2409
21,Thai hanglay curry is bleakly fixed,Thai hanglay curry,2409
9,Banh khot is intently true,Banh khot,2410
4,Chilaquiles is gratefully savory,Chilaquiles,2410
20,Thai hanglay curry is doubtfully berserk,Thai hanglay curry,2410
3,Chocolate chip cookie is fast attractive,Chocolate chip cookie,2410
4,Apple pie is wearily free,Apple pie,2410
13,Chicken galangal soup is merrily shaky,Chicken galangal soup,2411
23,Kaya toast is basically descriptive,Kaya toast,2411
25,Spicy stir fried octopus is possibly quirky,Spicy stir fried octopus,2411
10,Sour soup is shakily unfair,Sour soup,2411
11,Ramen is naturally kaput,Ramen,2411
7,Rau muong is thoughtfully melodic,Rau muong,2411
12,Sashimi is knavishly selective,Sashimi,2411
2,Chicken with chestnuts is jovially wanting,Chicken with chestnuts,2412
18,Bhajji is foolishly basic,Bhajji,2412
2,Goi cuon is absentmindedly additional,Goi cuon,2412
9,Pozole is regularly oval,Pozole,2413
22,Kimchi is reproachfully equable,Kimchi,2413
10,Steak is intensely somber,Steak,2413
10,Nem ran is jubilantly fertile,Nem ran,2413
15,Nasi goreng is voluntarily secretive,Nasi goreng,2413
23,Tofu is daintily one,Tofu,2413
22,Ga tan is knavishly loutish,Ga tan,2414
32,Apple pie is frankly faulty,Apple pie,2414
28,Nem ran is weekly hesitant,Nem ran,2414
22,Chicken rice is weakly mountainous,Chicken rice,2414
7,Ayam penyet is valiantly attractive,Ayam penyet,2414
17,Sundubu jjigae is relatively wide,Sundubu jjigae,2415
14,Chicken rice is daintily like,Chicken rice,2415
8,Macaroni and Cheese is truly vacuous,Macaroni and Cheese,2415
2,Pozole is far small,Pozole,2415
11,Bhajji is deliberately basic,Bhajji,2415
5,Ayam penyet is monthly tranquil,Ayam penyet,2415
23,Ramyeon is merrily superb,Ramyeon,2415
13,Kimchi is jealously flat,Kimchi,2415
21,Elote is definitely hateful,Elote,2415
22,Ossobuco is slowly powerful,Ossobuco,2415
8,Cantonese chicken soup is knavishly tangible,Cantonese chicken soup,2415
14,Wanton mee is coyly several,Wanton mee,2415
17,Bak kut teh is briskly psychedelic,Bak kut teh,2416
19,Tostadas is nicely childlike,Tostadas,2416
24,Oyster omelette is below faulty,Oyster omelette,2416
5,Cantonese chicken soup is mechanically acceptable,Cantonese chicken soup,2416
4,Rujak cingur is justly lazy,Rujak cingur,2416
10,Risotto is bitterly basic,Risotto,2416
6,Gado gado is repeatedly disgusting,Gado gado,2416
19,Pozole is merely sturdy,Pozole,2416
4,Isaan soup is thus attractive,Isaan soup,2416
22,Korma is quarrelsomely deep,Korma,2416
14,Bhajji is frightfully big,Bhajji,2417
5,Fried chicken is sedately lucky,Fried chicken,2417
18,Sundubu jjigae is sharply milky,Sundubu jjigae,2417
3,Stir fried tofu with rice is rather selective,Stir fried tofu with rice,2417
11,Bottarga is selfishly cumbersome,Bottarga,2417
9,Fried carrot cake is sweetly gentle,Fried carrot cake,2417
4,Naan is completely milky,Naan,2417
10,Bakso is boastfully spotted,Bakso,2417
3,Ramyeon is directly kind,Ramyeon,2417
7,Ribollita is freely lame,Ribollita,2417
6,Doughnut is queerly cultured,Doughnut,2417
3,Spring rolls is ever immediate,Spring rolls,2418
8,Szechwan chilli chicken is cautiously curved,Szechwan chilli chicken,2418
14,Chiles en nogada is lovingly dizzy,Chiles en nogada,2418
6,Goi cuon is lazily imperfect,Goi cuon,2418
8,Spaghetti Bolognese is shrilly jumpy,Spaghetti Bolognese,2418
9,Banh xeo is forth upbeat,Banh xeo,2418
10,Hash browns is totally gabby,Hash browns,2418
9,Lasagna is yesterday apathetic,Lasagna,2418
31,Sour soup is loyally creepy,Sour soup,2419
25,Green curry chicken is loftily comprehensive,Green curry chicken,2419
14,Chiles en nogada is greedily itchy,Chiles en nogada,2419
